pair_id,pair,domain_id,domain,structural_score_0_4,touches_both_puzzles,shared_tags,mandatory_caveat
C06+C10,orientation cocycle and chiral receivers + operational process tuple,D07,stochastic thermodynamics and feedback,1,False,environment;measurement,"Requires bath, temperature, energy scale and reset ledger."
C06+C10,orientation cocycle and chiral receivers + operational process tuple,D08,information geometry and diffusion maps,0,False,,"Produces intrinsic dimensionless geometry, not SI length or spacetime."
C06+C10,orientation cocycle and chiral receivers + operational process tuple,D09,noncommutative geometry and spectral action,0,False,,"Spectral analogy is real; algebra, grading, real structure and scale remain additional data."
C06+C10,orientation cocycle and chiral receivers + operational process tuple,D10,renormalization and stable fractional limits,0,False,,Possible universality language; the audited strict family is not Schur-closed.
C06+C10,orientation cocycle and chiral receivers + operational process tuple,D11,"control, observability and process tomography",2,False,instrument;measurement;process;record,"Operationally exact when preparations, clock and POVM are supplied."
C06+C10,orientation cocycle and chiral receivers + operational process tuple,D12,adaptive neural operators and reservoir memory,0,False,,Mechanistic analogy; training objective and data provenance are not derived.
C06+C10,orientation cocycle and chiral receivers + operational process tuple,D13,"topological phases, cohomology and holonomy",2,False,chirality;cohomology;phase;symmetry;topology,Correct language for orientation carriers; no automatic signed section.
C06+C10,orientation cocycle and chiral receivers + operational process tuple,D14,causal-operational quantum theory,2,False,environment;instrument;measurement;observer;process,Clarifies interventions and records; does not choose a physical realization.
C06+C10,orientation cocycle and chiral receivers + operational process tuple,D15,statistical field theory and random operators,0,False,,Useful null ensembles and effective-action comparisons; not an equivalence theorem.
C06+C11,orientation cocycle and chiral receivers + dimensional-scale obstruction,D01,spectral graphs and quantum walks,0,False,,Exact at the finite operator level; not a continuum or laboratory identification.
C06+C11,orientation cocycle and chiral receivers + dimensional-scale obstruction,D02,lattice Green functions and inverse field reconstruction,0,False,,Exact for chosen quadratic operators; interaction and physical units are extra.
C06+C11,orientation cocycle and chiral receivers + dimensional-scale obstruction,D03,graph signal processing and wavelets,0,False,,Strong filter analogy; it does not supply ontology or dynamics by itself.
C06+C11,orientation cocycle and chiral receivers + dimensional-scale obstruction,D04,"Kron reduction, Schur complements and multigrid",0,False,,Exact block algebra; closure inside the strict kernel family is separately false.
C06+C11,orientation cocycle and chiral receivers + dimensional-scale obstruction,D05,Mori-Zwanzig reduction and process tensors,0,False,,Exact reduced-memory mechanism after a declared observed/hidden split; the split is operational input.
C06+C11,orientation cocycle and chiral receivers + dimensional-scale obstruction,D06,resource theory of asymmetry,3,True,chirality;no_go;resource;symmetry,Exact no-creation logic for symmetric free operations; no nonpremise source is obtained.
C06+C11,orientation cocycle and chiral receivers + dimensional-scale obstruction,D07,stochastic thermodynamics and feedback,0,False,units,"Requires bath, temperature, energy scale and reset ledger."
C06+C11,orientation cocycle and chiral receivers + dimensional-scale obstruction,D08,information geometry and diffusion maps,0,False,,"Produces intrinsic dimensionless geometry, not SI length or spacetime."
C06+C11,orientation cocycle and chiral receivers + dimensional-scale obstruction,D09,noncommutative geometry and spectral action,0,False,dimensions,"Spectral analogy is real; algebra, grading, real structure and scale remain additional data."
C06+C11,orientation cocycle and chiral receivers + dimensional-scale obstruction,D10,renormalization and stable fractional limits,0,False,scale,Possible universality language; the audited strict family is not Schur-closed.
C06+C11,orientation cocycle and chiral receivers + dimensional-scale obstruction,D11,"control, observability and process tomography",0,False,calibration,"Operationally exact when preparations, clock and POVM are supplied."
C06+C11,orientation cocycle and chiral receivers + dimensional-scale obstruction,D12,adaptive neural operators and reservoir memory,0,False,,Mechanistic analogy; training objective and data provenance are not derived.
C06+C11,orientation cocycle and chiral receivers + dimensional-scale obstruction,D13,"topological phases, cohomology and holonomy",2,False,chirality;cohomology;phase;symmetry;topology,Correct language for orientation carriers; no automatic signed section.
C06+C11,orientation cocycle and chiral receivers + dimensional-scale obstruction,D14,causal-operational quantum theory,0,False,,Clarifies interventions and records; does not choose a physical realization.
C06+C11,orientation cocycle and chiral receivers + dimensional-scale obstruction,D15,statistical field theory and random operators,0,False,scale,Useful null ensembles and effective-action comparisons; not an equivalence theorem.
C06+C12,orientation cocycle and chiral receivers + selector/source obstruction,D01,spectral graphs and quantum walks,0,False,,Exact at the finite operator level; not a continuum or laboratory identification.
C06+C12,orientation cocycle and chiral receivers + selector/source obstruction,D02,lattice Green functions and inverse field reconstruction,0,False,,Exact for chosen quadratic operators; interaction and physical units are extra.
C06+C12,orientation cocycle and chiral receivers + selector/source obstruction,D03,graph signal processing and wavelets,0,False,,Strong filter analogy; it does not supply ontology or dynamics by itself.
C06+C12,orientation cocycle and chiral receivers + selector/source obstruction,D04,"Kron reduction, Schur complements and multigrid",0,False,,Exact block algebra; closure inside the strict kernel family is separately false.
C06+C12,orientation cocycle and chiral receivers + selector/source obstruction,D05,Mori-Zwanzig reduction and process tensors,0,False,,Exact reduced-memory mechanism after a declared observed/hidden split; the split is operational input.
C06+C12,orientation cocycle and chiral receivers + selector/source obstruction,D06,resource theory of asymmetry,4,True,chirality;no_go;resource;selector;symmetry,Exact no-creation logic for symmetric free operations; no nonpremise source is obtained.
C06+C12,orientation cocycle and chiral receivers + selector/source obstruction,D07,stochastic thermodynamics and feedback,0,False,,"Requires bath, temperature, energy scale and reset ledger."
C06+C12,orientation cocycle and chiral receivers + selector/source obstruction,D08,information geometry and diffusion maps,0,False,,"Produces intrinsic dimensionless geometry, not SI length or spacetime."
C06+C12,orientation cocycle and chiral receivers + selector/source obstruction,D09,noncommutative geometry and spectral action,0,False,,"Spectral analogy is real; algebra, grading, real structure and scale remain additional data."
C06+C12,orientation cocycle and chiral receivers + selector/source obstruction,D10,renormalization and stable fractional limits,0,False,,Possible universality language; the audited strict family is not Schur-closed.
C06+C12,orientation cocycle and chiral receivers + selector/source obstruction,D11,"control, observability and process tomography",0,False,,"Operationally exact when preparations, clock and POVM are supplied."
C06+C12,orientation cocycle and chiral receivers + selector/source obstruction,D12,adaptive neural operators and reservoir memory,0,False,,Mechanistic analogy; training objective and data provenance are not derived.
C06+C12,orientation cocycle and chiral receivers + selector/source obstruction,D13,"topological phases, cohomology and holonomy",4,True,chirality;cohomology;phase;symmetry;topology,Correct language for orientation carriers; no automatic signed section.
C06+C12,orientation cocycle and chiral receivers + selector/source obstruction,D14,causal-operational quantum theory,0,False,,Clarifies interventions and records; does not choose a physical realization.
C06+C12,orientation cocycle and chiral receivers + selector/source obstruction,D15,statistical field theory and random operators,0,False,,Useful null ensembles and effective-action comparisons; not an equivalence theorem.
C07+C08,fractal Schur compression + adaptive operator and memory law,D01,spectral graphs and quantum walks,0,False,graph,Exact at the finite operator level; not a continuum or laboratory identification.
C07+C08,fractal Schur compression + adaptive operator and memory law,D02,lattice Green functions and inverse field reconstruction,0,False,,Exact for chosen quadratic operators; interaction and physical units are extra.
C07+C08,fractal Schur compression + adaptive operator and memory law,D03,graph signal processing and wavelets,1,False,graph;multiscale,Strong filter analogy; it does not supply ontology or dynamics by itself.
C07+C08,fractal Schur compression + adaptive operator and memory law,D04,"Kron reduction, Schur complements and multigrid",2,False,coarse_graining;graph;multiscale;renormalization;schur,Exact block algebra; closure inside the strict kernel family is separately false.
C07+C08,fractal Schur compression + adaptive operator and memory law,D05,Mori-Zwanzig reduction and process tensors,1,True,coarse_graining;memory,Exact reduced-memory mechanism after a declared observed/hidden split; the split is operational input.
C07+C08,fractal Schur compression + adaptive operator and memory law,D06,resource theory of asymmetry,0,False,,Exact no-creation logic for symmetric free operations; no nonpremise source is obtained.
C07+C08,fractal Schur compression + adaptive operator and memory law,D07,stochastic thermodynamics and feedback,0,False,feedback,"Requires bath, temperature, energy scale and reset ledger."
C07+C08,fractal Schur compression + adaptive operator and memory law,D08,information geometry and diffusion maps,0,False,,"Produces intrinsic dimensionless geometry, not SI length or spacetime."
C07+C08,fractal Schur compression + adaptive operator and memory law,D09,noncommutative geometry and spectral action,0,False,operator,"Spectral analogy is real; algebra, grading, real structure and scale remain additional data."
C07+C08,fractal Schur compression + adaptive operator and memory law,D10,renormalization and stable fractional limits,1,False,coarse_graining;multiscale;renormalization,Possible universality language; the audited strict family is not Schur-closed.
C07+C08,fractal Schur compression + adaptive operator and memory law,D11,"control, observability and process tomography",0,False,,"Operationally exact when preparations, clock and POVM are supplied."
C07+C08,fractal Schur compression + adaptive operator and memory law,D12,adaptive neural operators and reservoir memory,3,False,adaptive;feedback;learning;memory;nonlinear;operator,Mechanistic analogy; training objective and data provenance are not derived.
C07+C08,fractal Schur compression + adaptive operator and memory law,D13,"topological phases, cohomology and holonomy",0,False,,Correct language for orientation carriers; no automatic signed section.
C07+C08,fractal Schur compression + adaptive operator and memory law,D14,causal-operational quantum theory,0,False,,Clarifies interventions and records; does not choose a physical realization.
C07+C08,fractal Schur compression + adaptive operator and memory law,D15,statistical field theory and random operators,0,False,nonlinear,Useful null ensembles and effective-action comparisons; not an equivalence theorem.
C07+C09,fractal Schur compression + information/entropy geometry,D01,spectral graphs and quantum walks,0,False,graph,Exact at the finite operator level; not a continuum or laboratory identification.
C07+C09,fractal Schur compression + information/entropy geometry,D02,lattice Green functions and inverse field reconstruction,0,False,,Exact for chosen quadratic operators; interaction and physical units are extra.
C07+C09,fractal Schur compression + information/entropy geometry,D03,graph signal processing and wavelets,1,False,graph;multiscale,Strong filter analogy; it does not supply ontology or dynamics by itself.
C07+C09,fractal Schur compression + information/entropy geometry,D04,"Kron reduction, Schur complements and multigrid",2,False,coarse_graining;graph;multiscale;renormalization;schur,Exact block algebra; closure inside the strict kernel family is separately false.
C07+C09,fractal Schur compression + information/entropy geometry,D05,Mori-Zwanzig reduction and process tensors,0,False,coarse_graining,Exact reduced-memory mechanism after a declared observed/hidden split; the split is operational input.
C07+C09,fractal Schur compression + information/entropy geometry,D06,resource theory of asymmetry,0,False,,Exact no-creation logic for symmetric free operations; no nonpremise source is obtained.
C07+C09,fractal Schur compression + information/entropy geometry,D07,stochastic thermodynamics and feedback,1,False,entropy;information,"Requires bath, temperature, energy scale and reset ledger."
C07+C09,fractal Schur compression + information/entropy geometry,D08,information geometry and diffusion maps,2,False,geometry;inference;information;metric;probability,"Produces intrinsic dimensionless geometry, not SI length or spacetime."
C07+C09,fractal Schur compression + information/entropy geometry,D09,noncommutative geometry and spectral action,0,False,geometry,"Spectral analogy is real; algebra, grading, real structure and scale remain additional data."
C07+C09,fractal Schur compression + information/entropy geometry,D10,renormalization and stable fractional limits,1,False,coarse_graining;multiscale;renormalization,Possible universality language; the audited strict family is not Schur-closed.
C07+C09,fractal Schur compression + information/entropy geometry,D11,"control, observability and process tomography",0,False,,"Operationally exact when preparations, clock and POVM are supplied."
C07+C09,fractal Schur compression + information/entropy geometry,D12,adaptive neural operators and reservoir memory,0,False,,Mechanistic analogy; training objective and data provenance are not derived.
C07+C09,fractal Schur compression + information/entropy geometry,D13,"topological phases, cohomology and holonomy",0,False,geometry,Correct language for orientation carriers; no automatic signed section.
C07+C09,fractal Schur compression + information/entropy geometry,D14,causal-operational quantum theory,0,False,,Clarifies interventions and records; does not choose a physical realization.
C07+C09,fractal Schur compression + information/entropy geometry,D15,statistical field theory and random operators,1,False,entropy;probability,Useful null ensembles and effective-action comparisons; not an equivalence theorem.
C07+C10,fractal Schur compression + operational process tuple,D01,spectral graphs and quantum walks,0,False,graph,Exact at the finite operator level; not a continuum or laboratory identification.
C07+C10,fractal Schur compression + operational process tuple,D02,lattice Green functions and inverse field reconstruction,0,False,,Exact for chosen quadratic operators; interaction and physical units are extra.
C07+C10,fractal Schur compression + operational process tuple,D03,graph signal processing and wavelets,1,False,graph;multiscale,Strong filter analogy; it does not supply ontology or dynamics by itself.
C07+C10,fractal Schur compression + operational process tuple,D04,"Kron reduction, Schur complements and multigrid",2,False,coarse_graining;graph;multiscale;renormalization;schur,Exact block algebra; closure inside the strict kernel family is separately false.
C07+C10,fractal Schur compression + operational process tuple,D05,Mori-Zwanzig reduction and process tensors,2,True,coarse_graining;environment;process,Exact reduced-memory mechanism after a declared observed/hidden split; the split is operational input.
C07+C10,fractal Schur compression + operational process tuple,D06,resource theory of asymmetry,0,False,measurement,Exact no-creation logic for symmetric free operations; no nonpremise source is obtained.
C07+C10,fractal Schur compression + operational process tuple,D07,stochastic thermodynamics and feedback,1,False,environment;measurement,"Requires bath, temperature, energy scale and reset ledger."
C07+C10,fractal Schur compression + operational process tuple,D08,information geometry and diffusion maps,0,False,,"Produces intrinsic dimensionless geometry, not SI length or spacetime."
C07+C10,fractal Schur compression + operational process tuple,D09,noncommutative geometry and spectral action,0,False,,"Spectral analogy is real; algebra, grading, real structure and scale remain additional data."
C07+C10,fractal Schur compression + operational process tuple,D10,renormalization and stable fractional limits,1,False,coarse_graining;multiscale;renormalization,Possible universality language; the audited strict family is not Schur-closed.
C07+C10,fractal Schur compression + operational process tuple,D11,"control, observability and process tomography",2,False,instrument;measurement;process;record,"Operationally exact when preparations, clock and POVM are supplied."
C07+C10,fractal Schur compression + operational process tuple,D12,adaptive neural operators and reservoir memory,0,False,,Mechanistic analogy; training objective and data provenance are not derived.
C07+C10,fractal Schur compression + operational process tuple,D13,"topological phases, cohomology and holonomy",0,False,,Correct language for orientation carriers; no automatic signed section.
C07+C10,fractal Schur compression + operational process tuple,D14,causal-operational quantum theory,2,False,environment;instrument;measurement;observer;process,Clarifies interventions and records; does not choose a physical realization.
C07+C10,fractal Schur compression + operational process tuple,D15,statistical field theory and random operators,0,False,,Useful null ensembles and effective-action comparisons; not an equivalence theorem.
C07+C11,fractal Schur compression + dimensional-scale obstruction,D01,spectral graphs and quantum walks,0,False,graph,Exact at the finite operator level; not a continuum or laboratory identification.
C07+C11,fractal Schur compression + dimensional-scale obstruction,D02,lattice Green functions and inverse field reconstruction,0,False,,Exact for chosen quadratic operators; interaction and physical units are extra.
C07+C11,fractal Schur compression + dimensional-scale obstruction,D03,graph signal processing and wavelets,1,False,graph;multiscale,Strong filter analogy; it does not supply ontology or dynamics by itself.
C07+C11,fractal Schur compression + dimensional-scale obstruction,D04,"Kron reduction, Schur complements and multigrid",2,False,coarse_graining;graph;multiscale;renormalization;schur,Exact block algebra; closure inside the strict kernel family is separately false.
C07+C11,fractal Schur compression + dimensional-scale obstruction,D05,Mori-Zwanzig reduction and process tensors,0,False,coarse_graining,Exact reduced-memory mechanism after a declared observed/hidden split; the split is operational input.
C07+C11,fractal Schur compression + dimensional-scale obstruction,D06,resource theory of asymmetry,0,False,no_go,Exact no-creation logic for symmetric free operations; no nonpremise source is obtained.
C07+C11,fractal Schur compression + dimensional-scale obstruction,D07,stochastic thermodynamics and feedback,0,False,units,"Requires bath, temperature, energy scale and reset ledger."
C07+C11,fractal Schur compression + dimensional-scale obstruction,D08,information geometry and diffusion maps,0,False,,"Produces intrinsic dimensionless geometry, not SI length or spacetime."
C07+C11,fractal Schur compression + dimensional-scale obstruction,D09,noncommutative geometry and spectral action,0,False,dimensions,"Spectral analogy is real; algebra, grading, real structure and scale remain additional data."
C07+C11,fractal Schur compression + dimensional-scale obstruction,D10,renormalization and stable fractional limits,3,True,coarse_graining;multiscale;renormalization;scale,Possible universality language; the audited strict family is not Schur-closed.
C07+C11,fractal Schur compression + dimensional-scale obstruction,D11,"control, observability and process tomography",0,False,calibration,"Operationally exact when preparations, clock and POVM are supplied."
C07+C11,fractal Schur compression + dimensional-scale obstruction,D12,adaptive neural operators and reservoir memory,0,False,,Mechanistic analogy; training objective and data provenance are not derived.
C07+C11,fractal Schur compression + dimensional-scale obstruction,D13,"topological phases, cohomology and holonomy",0,False,,Correct language for orientation carriers; no automatic signed section.
C07+C11,fractal Schur compression + dimensional-scale obstruction,D14,causal-operational quantum theory,0,False,,Clarifies interventions and records; does not choose a physical realization.
C07+C11,fractal Schur compression + dimensional-scale obstruction,D15,statistical field theory and random operators,0,False,scale,Useful null ensembles and effective-action comparisons; not an equivalence theorem.
C07+C12,fractal Schur compression + selector/source obstruction,D01,spectral graphs and quantum walks,0,False,graph,Exact at the finite operator level; not a continuum or laboratory identification.
C07+C12,fractal Schur compression + selector/source obstruction,D02,lattice Green functions and inverse field reconstruction,0,False,,Exact for chosen quadratic operators; interaction and physical units are extra.
C07+C12,fractal Schur compression + selector/source obstruction,D03,graph signal processing and wavelets,1,False,graph;multiscale,Strong filter analogy; it does not supply ontology or dynamics by itself.
C07+C12,fractal Schur compression + selector/source obstruction,D04,"Kron reduction, Schur complements and multigrid",2,False,coarse_graining;graph;multiscale;renormalization;schur,Exact block algebra; closure inside the strict kernel family is separately false.
C07+C12,fractal Schur compression + selector/source obstruction,D05,Mori-Zwanzig reduction and process tensors,0,False,coarse_graining,Exact reduced-memory mechanism after a declared observed/hidden split; the split is operational input.
C07+C12,fractal Schur compression + selector/source obstruction,D06,resource theory of asymmetry,2,False,chirality;no_go;resource;selector;symmetry,Exact no-creation logic for symmetric free operations; no nonpremise source is obtained.
C07+C12,fractal Schur compression + selector/source obstruction,D07,stochastic thermodynamics and feedback,0,False,,"Requires bath, temperature, energy scale and reset ledger."
C07+C12,fractal Schur compression + selector/source obstruction,D08,information geometry and diffusion maps,0,False,,"Produces intrinsic dimensionless geometry, not SI length or spacetime."
C07+C12,fractal Schur compression + selector/source obstruction,D09,noncommutative geometry and spectral action,0,False,,"Spectral analogy is real; algebra, grading, real structure and scale remain additional data."
C07+C12,fractal Schur compression + selector/source obstruction,D10,renormalization and stable fractional limits,1,False,coarse_graining;multiscale;renormalization,Possible universality language; the audited strict family is not Schur-closed.
C07+C12,fractal Schur compression + selector/source obstruction,D11,"control, observability and process tomography",0,False,,"Operationally exact when preparations, clock and POVM are supplied."
C07+C12,fractal Schur compression + selector/source obstruction,D12,adaptive neural operators and reservoir memory,0,False,,Mechanistic analogy; training objective and data provenance are not derived.
C07+C12,fractal Schur compression + selector/source obstruction,D13,"topological phases, cohomology and holonomy",1,False,chirality;symmetry,Correct language for orientation carriers; no automatic signed section.
C07+C12,fractal Schur compression + selector/source obstruction,D14,causal-operational quantum theory,0,False,,Clarifies interventions and records; does not choose a physical realization.
C07+C12,fractal Schur compression + selector/source obstruction,D15,statistical field theory and random operators,0,False,,Useful null ensembles and effective-action comparisons; not an equivalence theorem.
C08+C09,adaptive operator and memory law + information/entropy geometry,D01,spectral graphs and quantum walks,0,False,,Exact at the finite operator level; not a continuum or laboratory identification.
C08+C09,adaptive operator and memory law + information/entropy geometry,D02,lattice Green functions and inverse field reconstruction,0,False,,Exact for chosen quadratic operators; interaction and physical units are extra.
C08+C09,adaptive operator and memory law + information/entropy geometry,D03,graph signal processing and wavelets,0,False,,Strong filter analogy; it does not supply ontology or dynamics by itself.
C08+C09,adaptive operator and memory law + information/entropy geometry,D04,"Kron reduction, Schur complements and multigrid",0,False,,Exact block algebra; closure inside the strict kernel family is separately false.
C08+C09,adaptive operator and memory law + information/entropy geometry,D05,Mori-Zwanzig reduction and process tensors,0,False,memory,Exact reduced-memory mechanism after a declared observed/hidden split; the split is operational input.
C08+C09,adaptive operator and memory law + information/entropy geometry,D06,resource theory of asymmetry,0,False,,Exact no-creation logic for symmetric free operations; no nonpremise source is obtained.
C08+C09,adaptive operator and memory law + information/entropy geometry,D07,stochastic thermodynamics and feedback,2,True,entropy;feedback;information,"Requires bath, temperature, energy scale and reset ledger."
C08+C09,adaptive operator and memory law + information/entropy geometry,D08,information geometry and diffusion maps,2,False,geometry;inference;information;metric;probability,"Produces intrinsic dimensionless geometry, not SI length or spacetime."
C08+C09,adaptive operator and memory law + information/entropy geometry,D09,noncommutative geometry and spectral action,1,True,geometry;operator,"Spectral analogy is real; algebra, grading, real structure and scale remain additional data."
C08+C09,adaptive operator and memory law + information/entropy geometry,D10,renormalization and stable fractional limits,0,False,,Possible universality language; the audited strict family is not Schur-closed.
C08+C09,adaptive operator and memory law + information/entropy geometry,D11,"control, observability and process tomography",0,False,,"Operationally exact when preparations, clock and POVM are supplied."
C08+C09,adaptive operator and memory law + information/entropy geometry,D12,adaptive neural operators and reservoir memory,3,False,adaptive;feedback;learning;memory;nonlinear;operator,Mechanistic analogy; training objective and data provenance are not derived.
C08+C09,adaptive operator and memory law + information/entropy geometry,D13,"topological phases, cohomology and holonomy",0,False,geometry,Correct language for orientation carriers; no automatic signed section.
C08+C09,adaptive operator and memory law + information/entropy geometry,D14,causal-operational quantum theory,0,False,,Clarifies interventions and records; does not choose a physical realization.
C08+C09,adaptive operator and memory law + information/entropy geometry,D15,statistical field theory and random operators,2,True,entropy;nonlinear;probability,Useful null ensembles and effective-action comparisons; not an equivalence theorem.
C08+C10,adaptive operator and memory law + operational process tuple,D01,spectral graphs and quantum walks,0,False,,Exact at the finite operator level; not a continuum or laboratory identification.
C08+C10,adaptive operator and memory law + operational process tuple,D02,lattice Green functions and inverse field reconstruction,0,False,,Exact for chosen quadratic operators; interaction and physical units are extra.
C08+C10,adaptive operator and memory law + operational process tuple,D03,graph signal processing and wavelets,0,False,,Strong filter analogy; it does not supply ontology or dynamics by itself.
C08+C10,adaptive operator and memory law + operational process tuple,D04,"Kron reduction, Schur complements and multigrid",0,False,,Exact block algebra; closure inside the strict kernel family is separately false.
C08+C10,adaptive operator and memory law + operational process tuple,D05,Mori-Zwanzig reduction and process tensors,2,True,environment;memory;process,Exact reduced-memory mechanism after a declared observed/hidden split; the split is operational input.
C08+C10,adaptive operator and memory law + operational process tuple,D06,resource theory of asymmetry,0,False,measurement,Exact no-creation logic for symmetric free operations; no nonpremise source is obtained.
C08+C10,adaptive operator and memory law + operational process tuple,D07,stochastic thermodynamics and feedback,2,True,environment;feedback;measurement,"Requires bath, temperature, energy scale and reset ledger."
C08+C10,adaptive operator and memory law + operational process tuple,D08,information geometry and diffusion maps,0,False,,"Produces intrinsic dimensionless geometry, not SI length or spacetime."
C08+C10,adaptive operator and memory law + operational process tuple,D09,noncommutative geometry and spectral action,0,False,operator,"Spectral analogy is real; algebra, grading, real structure and scale remain additional data."
C08+C10,adaptive operator and memory law + operational process tuple,D10,renormalization and stable fractional limits,0,False,,Possible universality language; the audited strict family is not Schur-closed.
C08+C10,adaptive operator and memory law + operational process tuple,D11,"control, observability and process tomography",2,False,instrument;measurement;process;record,"Operationally exact when preparations, clock and POVM are supplied."
C08+C10,adaptive operator and memory law + operational process tuple,D12,adaptive neural operators and reservoir memory,3,False,adaptive;feedback;learning;memory;nonlinear;operator,Mechanistic analogy; training objective and data provenance are not derived.
C08+C10,adaptive operator and memory law + operational process tuple,D13,"topological phases, cohomology and holonomy",0,False,,Correct language for orientation carriers; no automatic signed section.
C08+C10,adaptive operator and memory law + operational process tuple,D14,causal-operational quantum theory,2,False,environment;instrument;measurement;observer;process,Clarifies interventions and records; does not choose a physical realization.
C08+C10,adaptive operator and memory law + operational process tuple,D15,statistical field theory and random operators,0,False,nonlinear,Useful null ensembles and effective-action comparisons; not an equivalence theorem.
C08+C11,adaptive operator and memory law + dimensional-scale obstruction,D01,spectral graphs and quantum walks,0,False,,Exact at the finite operator level; not a continuum or laboratory identification.
C08+C11,adaptive operator and memory law + dimensional-scale obstruction,D02,lattice Green functions and inverse field reconstruction,0,False,,Exact for chosen quadratic operators; interaction and physical units are extra.
C08+C11,adaptive operator and memory law + dimensional-scale obstruction,D03,graph signal processing and wavelets,0,False,,Strong filter analogy; it does not supply ontology or dynamics by itself.
C08+C11,adaptive operator and memory law + dimensional-scale obstruction,D04,"Kron reduction, Schur complements and multigrid",0,False,,Exact block algebra; closure inside the strict kernel family is separately false.
C08+C11,adaptive operator and memory law + dimensional-scale obstruction,D05,Mori-Zwanzig reduction and process tensors,0,False,memory,Exact reduced-memory mechanism after a declared observed/hidden split; the split is operational input.
C08+C11,adaptive operator and memory law + dimensional-scale obstruction,D06,resource theory of asymmetry,0,False,no_go,Exact no-creation logic for symmetric free operations; no nonpremise source is obtained.
C08+C11,adaptive operator and memory law + dimensional-scale obstruction,D07,stochastic thermodynamics and feedback,1,True,feedback;units,"Requires bath, temperature, energy scale and reset ledger."
C08+C11,adaptive operator and memory law + dimensional-scale obstruction,D08,information geometry and diffusion maps,0,False,,"Produces intrinsic dimensionless geometry, not SI length or spacetime."
C08+C11,adaptive operator and memory law + dimensional-scale obstruction,D09,noncommutative geometry and spectral action,1,True,dimensions;operator,"Spectral analogy is real; algebra, grading, real structure and scale remain additional data."
C08+C11,adaptive operator and memory law + dimensional-scale obstruction,D10,renormalization and stable fractional limits,0,False,scale,Possible universality language; the audited strict family is not Schur-closed.
C08+C11,adaptive operator and memory law + dimensional-scale obstruction,D11,"control, observability and process tomography",0,False,calibration,"Operationally exact when preparations, clock and POVM are supplied."
C08+C11,adaptive operator and memory law + dimensional-scale obstruction,D12,adaptive neural operators and reservoir memory,3,False,adaptive;feedback;learning;memory;nonlinear;operator,Mechanistic analogy; training objective and data provenance are not derived.
C08+C11,adaptive operator and memory law + dimensional-scale obstruction,D13,"topological phases, cohomology and holonomy",0,False,,Correct language for orientation carriers; no automatic signed section.
C08+C11,adaptive operator and memory law + dimensional-scale obstruction,D14,causal-operational quantum theory,0,False,,Clarifies interventions and records; does not choose a physical realization.
C08+C11,adaptive operator and memory law + dimensional-scale obstruction,D15,statistical field theory and random operators,1,True,nonlinear;scale,Useful null ensembles and effective-action comparisons; not an equivalence theorem.
C08+C12,adaptive operator and memory law + selector/source obstruction,D01,spectral graphs and quantum walks,0,False,,Exact at the finite operator level; not a continuum or laboratory identification.
C08+C12,adaptive operator and memory law + selector/source obstruction,D02,lattice Green functions and inverse field reconstruction,0,False,,Exact for chosen quadratic operators; interaction and physical units are extra.
C08+C12,adaptive operator and memory law + selector/source obstruction,D03,graph signal processing and wavelets,0,False,,Strong filter analogy; it does not supply ontology or dynamics by itself.
C08+C12,adaptive operator and memory law + selector/source obstruction,D04,"Kron reduction, Schur complements and multigrid",0,False,,Exact block algebra; closure inside the strict kernel family is separately false.
C08+C12,adaptive operator and memory law + selector/source obstruction,D05,Mori-Zwanzig reduction and process tensors,0,False,memory,Exact reduced-memory mechanism after a declared observed/hidden split; the split is operational input.
C08+C12,adaptive operator and memory law + selector/source obstruction,D06,resource theory of asymmetry,2,False,chirality;no_go;resource;selector;symmetry,Exact no-creation logic for symmetric free operations; no nonpremise source is obtained.
C08+C12,adaptive operator and memory law + selector/source obstruction,D07,stochastic thermodynamics and feedback,0,False,feedback,"Requires bath, temperature, energy scale and reset ledger."
C08+C12,adaptive operator and memory law + selector/source obstruction,D08,information geometry and diffusion maps,0,False,,"Produces intrinsic dimensionless geometry, not SI length or spacetime."
C08+C12,adaptive operator and memory law + selector/source obstruction,D09,noncommutative geometry and spectral action,0,False,operator,"Spectral analogy is real; algebra, grading, real structure and scale remain additional data."
C08+C12,adaptive operator and memory law + selector/source obstruction,D10,renormalization and stable fractional limits,0,False,,Possible universality language; the audited strict family is not Schur-closed.
C08+C12,adaptive operator and memory law + selector/source obstruction,D11,"control, observability and process tomography",0,False,,"Operationally exact when preparations, clock and POVM are supplied."
C08+C12,adaptive operator and memory law + selector/source obstruction,D12,adaptive neural operators and reservoir memory,3,False,adaptive;feedback;learning;memory;nonlinear;operator,Mechanistic analogy; training objective and data provenance are not derived.
C08+C12,adaptive operator and memory law + selector/source obstruction,D13,"topological phases, cohomology and holonomy",1,False,chirality;symmetry,Correct language for orientation carriers; no automatic signed section.
C08+C12,adaptive operator and memory law + selector/source obstruction,D14,causal-operational quantum theory,0,False,,Clarifies interventions and records; does not choose a physical realization.
C08+C12,adaptive operator and memory law + selector/source obstruction,D15,statistical field theory and random operators,0,False,nonlinear,Useful null ensembles and effective-action comparisons; not an equivalence theorem.
C09+C10,information/entropy geometry + operational process tuple,D01,spectral graphs and quantum walks,0,False,,Exact at the finite operator level; not a continuum or laboratory identification.
C09+C10,information/entropy geometry + operational process tuple,D02,lattice Green functions and inverse field reconstruction,0,False,,Exact for chosen quadratic operators; interaction and physical units are extra.
